{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{eb9c4af9-1ea4-46dd-a9fb-2aa2d0332093} event:/DZ/new_content/game/19_spaces/bird_flappyscene
{b88b2385-d1bc-4af5-8290-bf8a4386df57} event:/DZ/new_content/game/19_spaces/bird_flappyscene_entry
{331686fb-51cc-4ce2-b0f3-fa4fad765a9b} event:/DZ/new_content/game/19_spaces/bird_fly_uptonext
{cafbc8fe-8162-4983-923c-88e14156b7ec} event:/DZ/new_content/game/19_spaces/bird_flyuproll
{7170c446-48a1-469b-880d-b714b53fecef} event:/DZ/new_content/game/19_spaces/bird_relocate
{56704344-5b38-4781-8eb8-417d38975cdd} event:/DZ/new_content/game/19_spaces/bird_startle
{5973c34b-394d-4911-8a24-cf76dddff4b6} event:/DZ/new_content/game/19_spaces/bird_throw
{d259374e-3202-4506-a42e-99ce3d15e569} event:/DZ/new_content/game/19_spaces/bird_wingflap
{7f13f2a3-ce8c-4039-b665-1ffa28eafd68} event:/DZ/new_content/game/19_spaces/cafe_computer_off
{7b7facdc-0b98-4e41-8c1b-6280fd64bb59} event:/DZ/new_content/game/19_spaces/cafe_computer_on
{7eb65c99-4c81-480d-b8ca-f96ba603199c} event:/DZ/new_content/game/19_spaces/cafe_computer_on_old
{c7336221-70fe-467c-837e-a6fc1bbf2a0f} event:/DZ/new_content/game/19_spaces/cafe_computer_startupsfx
{4684b6fc-a074-4ae3-a32f-fabba34008d7} event:/DZ/new_content/game/19_spaces/endscene_attachment_click
{78b6cf2f-10e9-4432-a46a-76212078bec1} event:/DZ/new_content/game/19_spaces/endscene_attachment_notify
{48ff0b1e-46ed-4ddd-99e8-5ee54ed40879} event:/DZ/new_content/game/19_spaces/endscene_dial_theo
{295b0fd6-3d1e-47d4-88d8-cbb0fa6ac552} event:/DZ/new_content/game/19_spaces/endscene_final_input
{6298011d-1541-42c7-8d1f-f983624a6af6} event:/DZ/new_content/game/19_spaces/endscene_photo_zoom
{18b9238d-89f9-48db-950d-d4bba7022955} event:/DZ/new_content/game/19_spaces/fakeheart_bounce
{ade2db22-57d1-45db-8339-0ec1950badce} event:/DZ/new_content/game/19_spaces/fakeheart_get
{ba819b62-aadc-45b4-a296-d81e15148386} event:/DZ/new_content/game/19_spaces/fakeheart_pulse
{a61d34ce-b5b3-42ec-ac59-3c89a16007a9} event:/DZ/new_content/game/19_spaces/fusebox_hit_1
{8172ac9c-a363-48e5-9447-5787ac4b788c} event:/DZ/new_content/game/19_spaces/fusebox_hit_2
{52d0c783-5c34-4f15-a27e-a6ea83e57e2c} event:/DZ/new_content/game/19_spaces/fusebox_hit_3
{2476ad8c-b30c-46d5-afe7-801b94bdaad2} event:/DZ/new_content/game/19_spaces/glider_emancipate
{6a578fb3-bace-4768-843a-29a6b63ecc1d} event:/DZ/new_content/game/19_spaces/glider_engage
{c7ffb975-0749-4bc5-be91-9f832f5d6f0b} event:/DZ/new_content/game/19_spaces/glider_land
{aecb99fa-3334-4f27-9cce-6ab87bc35955} event:/DZ/new_content/game/19_spaces/glider_movement
{945b7077-9ce4-4a8c-8c61-ba6c12316f87} event:/DZ/new_content/game/19_spaces/glider_platform_dissipate
{2bace804-c865-4e0d-a9e6-98cd64e0a6a6} event:/DZ/new_content/game/19_spaces/glider_wallbounce_left
{7acd2b78-f5d2-4a4f-ac28-068069b09cae} event:/DZ/new_content/game/19_spaces/glider_wallbounce_right
{de5847e9-ebe4-4529-9b18-d2f82589b010} event:/DZ/new_content/game/19_spaces/glitch_long
{b7754d7e-c0df-45d5-b945-43c6722f5bce} event:/DZ/new_content/game/19_spaces/glitch_longer
{11ceb604-2aba-41b5-a303-8b0611c25388} event:/DZ/new_content/game/19_spaces/glitch_medium
{b4a66775-dcb3-4c18-b3ab-4e32d48091ac} event:/DZ/new_content/game/19_spaces/glitch_short
{ef05f7da-ba07-4547-bc64-834bf42f18c1} event:/DZ/new_content/game/19_spaces/heart_door
{42bc40d9-d34a-428a-8e73-89a078424472} event:/DZ/new_content/game/19_spaces/heart_door_fill
{b2cf0360-637f-4a1a-a713-7bb7908d7a00} event:/DZ/new_content/game/19_spaces/heart_door_unlock
{d4e105cd-830e-4f1d-8373-8b085da429b5} event:/DZ/new_content/game/19_spaces/key_unlock_1
{5962f3e4-faf9-48ff-a76a-223c9b6a8c5b} event:/DZ/new_content/game/19_spaces/key_unlock_2
{fcb298f8-0621-4b34-afad-0fc20ae18fde} event:/DZ/new_content/game/19_spaces/key_unlock_3
{3709f5bb-b453-4d92-9165-3f93949eb7a0} event:/DZ/new_content/game/19_spaces/key_unlock_4
{5c211abf-fb83-450b-b1d7-a686ef794ab3} event:/DZ/new_content/game/19_spaces/key_unlock_5
{944293c6-5f4a-4ef7-a1d8-44ecc9764d3f} event:/DZ/new_content/game/19_spaces/lightning_strike
{beae32c7-5900-47d6-abde-5aa7b77af89f} event:/DZ/new_content/game/19_spaces/locked_door_appear_1
{0c84d204-e19a-4c23-b350-99f1c53f0a97} event:/DZ/new_content/game/19_spaces/locked_door_appear_2
{1792c7a5-e3b2-4efc-babf-5c6dc03c5713} event:/DZ/new_content/game/19_spaces/locked_door_appear_3
{de638076-6027-4ec6-a22f-f5e4ce5b93d5} event:/DZ/new_content/game/19_spaces/locked_door_appear_4
{736f8f62-9c57-4701-87bc-1e9a46fc12f1} event:/DZ/new_content/game/19_spaces/locked_door_appear_5
{bffdbbff-d241-4b7c-bc54-1422e29b23c7} event:/DZ/new_content/game/19_spaces/pico8_flag
{4d548d3c-4f7d-4218-b059-2bb72a53d024} event:/DZ/new_content/game/19_spaces/pinkdiamond_return
{3e03f01f-5d58-4ac2-82f7-abdbd17a279b} event:/DZ/new_content/game/19_spaces/pinkdiamond_touch
{a51d7956-50c4-427d-b6d7-0c093a516263} event:/DZ/new_content/game/19_spaces/ppt_cube_transition
{bf93ecdd-7bf9-40b2-be65-0edd533bb105} event:/DZ/new_content/game/19_spaces/ppt_dissolve_transition
{85322975-3dae-4833-a78e-3fba0e61e980} event:/DZ/new_content/game/19_spaces/ppt_doubleclick
{24a37e62-f054-4a39-b32e-ebfd72e69446} event:/DZ/new_content/game/19_spaces/ppt_happy_wavedashing
{875cee20-3b58-4d1c-a5a5-f741d55b1f68} event:/DZ/new_content/game/19_spaces/ppt_impossible
{8bc669c0-7052-4362-9492-665fe7540fa5} event:/DZ/new_content/game/19_spaces/ppt_its_easy
{3ee53dc0-efbe-4540-b60c-901f2df87d70} event:/DZ/new_content/game/19_spaces/ppt_mouseclick
{69a77ac0-0322-4308-b654-f7d600566dfe} event:/DZ/new_content/game/19_spaces/ppt_spinning_transition
{90e8b603-16de-4619-80a7-96e4a3537405} event:/DZ/new_content/game/19_spaces/ppt_wavedash_whoosh
{0d4739b1-4bf9-4780-94e1-f55b222c0e76} event:/DZ/new_content/game/19_spaces/puffer_boop
{3513035b-b5dd-4ba3-84b4-cfdb7a50b2db} event:/DZ/new_content/game/19_spaces/puffer_expand
{96af4682-517a-49c6-b25b-9b465a81eb1c} event:/DZ/new_content/game/19_spaces/puffer_reform
{44aee5ac-7dbf-428a-9a22-df4c7d08a031} event:/DZ/new_content/game/19_spaces/puffer_return
{b2601f0d-ff9a-4b1a-b6d3-bc911a4ea8e2} event:/DZ/new_content/game/19_spaces/puffer_shrink
{e72c8e3d-aa09-4b7d-8a31-8193152e7103} event:/DZ/new_content/game/19_spaces/puffer_splode
{755957c4-c239-48cd-9fdc-ae1d41d3ff89} event:/DZ/new_content/game/19_spaces/quake_onset
{074b1e5e-3de1-4633-9a46-0e51c942218f} event:/DZ/new_content/game/19_spaces/quake_rockbreak
{eb915305-bdf6-4f85-a1e3-de90e650e9df} event:/DZ/new_content/game/19_spaces/strawberry_platinum_detach
{22d5afff-ea54-4e2a-b9cc-a238ca72ac2b} event:/DZ/new_content/game/19_spaces/zip_mover
{5f91dfb8-1562-4aa1-a5b7-ce10d2a03332} event:/DZ/new_content/game/20_lightanddark/freaksout_1
{bf998ef0-8595-4e50-a01c-ef1e3231dd18} event:/DZ/new_content/game/20_lightanddark/freaksout_2
{2f1f2926-fa39-4da0-b55b-a1a9405feb8d} event:/DZ/new_content/game/20_lightanddark/freaksout_3
{45a27b29-9f03-4c91-a4ae-b18613013152} event:/DZ/new_content/game/20_lightanddark/freaksout_4
{f7170fca-a468-4b4e-ab05-f01cbbc495ec} event:/DZ/new_content/game/20_lightanddark/freaksout_5
{c379dc73-4d2a-4d9b-8e08-298b07fde62f} event:/DZ/new_content/game/20_lightanddark/freaksout_final
{2081fa39-6f1b-4bfa-941f-269bb5858caa} event:/DZ/new_content/game/20_lightanddark/minus_1up
{e18f9634-d09a-4d22-89d1-dccee6738e2e} event:/DZ/new_content/game/21_finale/altitudecount
{9dac5c60-d0e1-447f-b7f7-b22c9a2f83c6} event:/DZ/new_content/game/21_finale/angel_flap
{ebc644a2-520e-45a4-a8a3-a9958ef983be} event:/DZ/new_content/game/21_finale/angel_soar
{9c68d259-230f-48da-aab3-774e9a706afe} event:/DZ/new_content/game/21_finale/angel_throw
{35b1a176-9b43-48d8-adc5-a41d882ed038} event:/DZ/new_content/game/21_finale/destroyed
{053df1a7-d2fc-4601-8c18-6f8ad6f07bd1} event:/DZ/new_content/game/21_finale/falling_into_the_void
{6dba5f2b-4c8f-4253-83a1-38948287da52} event:/DZ/new_content/game/21_finale/final_laugh
{efeb0572-fdab-45a5-a940-7ab5f216bf41} event:/DZ/new_content/game/21_finale/fire
{34553a56-dbeb-4060-a479-7970678d6336} event:/DZ/new_content/game/21_finale/flyuproll
{5771a39f-486b-4d1d-8e67-4cdc9e7b8145} event:/DZ/new_content/game/21_finale/thunder
{4d5218d0-b542-4f83-902a-6688a842ed2b} event:/DZ/new_content/game/21_finale/truefinal_altitudecount
{ef84f729-153f-4211-abe7-fb780cce60ec} event:/DZ/new_content/game/21_finale/whoosh_reverb
{8692ed59-492e-4c86-ab71-98ede327fd43} event:/DZ/new_content/game/general/cheat_activate
{995ea212-b2b7-47a3-b1b6-3720f6bda5ca} event:/DZ/new_content/music/lvl19/cinematic/bird_crash_first
{2b922a75-db87-4bbb-9d8f-ad18017d39c6} event:/DZ/new_content/music/lvl19/cinematic/bird_crash_second
{baa184ab-378e-4c3d-9247-628067353b4a} event:/DZ/new_content/music/lvl19/cinematic/els_glitch_first
{ebd2c862-8b18-42b4-b218-d69c96d2b620} event:/DZ/new_content/music/lvl19/cinematic/els_glitch_second
{fdf19cb7-8370-4079-ac80-bd3fe37f8ad1} event:/DZ/new_content/music/lvl19/final_run
{682b3b7c-064f-4429-8755-cb257ce78d22} event:/DZ/new_content/music/lvl19/greengreens_room
{1c1fc02c-9582-40d3-860c-f9940d4a8cb4} event:/DZ/new_content/music/lvl19/inmyway_slow
{ae83c640-3f50-4757-b335-21bc9581ef9d} event:/DZ/new_content/music/lvl19/intermission_inmyway
{898b8519-4b9d-464f-859e-20c2fc094b11} event:/DZ/new_content/music/lvl19/intermission_toby_slideshow
{8dcc4c6a-3544-4518-8ac3-aa3626a455f5} event:/DZ/new_content/music/lvl19/last_push
{90790a22-63e3-46a7-bfe1-a19a782371e8} event:/DZ/new_content/music/lvl19/lost
{9e9d6f58-b98e-4ac0-bbdf-c0f28bf996c5} event:/DZ/new_content/music/lvl19/part01
{fbedbe88-d275-4e09-90f2-288ed653ee38} event:/DZ/new_content/music/lvl19/part02
{c2768eaa-6449-4dd0-852f-f1035bca151c} event:/DZ/new_content/music/lvl19/part03
{a8e6cf54-74ee-4fec-9e86-d7946c0f546e} event:/DZ/new_content/music/lvl19/tape_rooms
{8dd6c0a4-5e25-4a86-a56a-7409e827bb45} event:/DZ/new_content/music/lvl20/cutscenes/donotgiveup
{2c98aedd-b5af-47d0-936b-6f7234b5bc69} event:/DZ/new_content/music/lvl20/cutscenes/gameover
{548b0b0f-4652-4bd2-8928-3ad077c561a4} event:/DZ/new_content/music/lvl20/angel
{eeaccf32-c8e8-4602-a999-603be0fa7204} event:/DZ/new_content/music/lvl20/asriel
{970368cc-d45a-4159-a9ec-e56e27d2f7ae} event:/DZ/new_content/music/lvl20/burn_in_despair
{de4f52bb-8acf-47fb-b869-b2a74453f67c} event:/DZ/new_content/music/lvl20/els
{34b45f00-d2e4-46df-a7f5-3e9ea8b29427} event:/DZ/new_content/music/lvl20/feel
{6f97713c-acff-4eb2-a2db-2a27f46fc405} event:/DZ/new_content/music/lvl20/intro
{de856adf-7299-421a-920e-4a4099691d2f} event:/DZ/new_content/music/lvl20/main
{1fde15b7-fcf4-4f7c-9a97-f3d97f7d9b6f} event:/DZ/new_content/music/lvl20/musicbox
{8b3ad8c0-9867-473b-a0f8-2cd866ee20d2} event:/DZ/new_content/music/lvl20/scary
{2da808c5-f3f3-4129-878f-00ace47f9ffd} event:/DZ/new_content/music/lvl20/scaryalt
{60b066e1-e4ee-42c9-9b3b-e3144cb17358} event:/DZ/new_content/music/lvl21/cinematic/break
{fcf4bbcc-e946-43bb-8176-1a7b8257d9ab} event:/DZ/new_content/music/lvl21/cinematic/end
{18d84d29-8f61-4b53-adfe-dd34d46dade7} event:/DZ/new_content/music/lvl21/cinematic/end_intro
{64d33aa1-8579-4cdf-8889-89d1b0d0b293} event:/DZ/new_content/music/lvl21/cinematic/outsideworld
{0f012fc5-2f6e-41e0-8ab3-2d1efe5dd64d} event:/DZ/new_content/music/lvl21/arrival
{d530f415-df39-497f-aed2-b69b1f36c729} event:/DZ/new_content/music/lvl21/final_ascent
{386f5d17-0a64-4027-a984-4dfa41f6aaeb} event:/DZ/new_content/music/lvl21/finale
{19b36b15-5b2a-4d4d-84af-07c40330c4d1} event:/DZ/new_content/music/lvl21/granny_and_asriel_goodbye
{1c58fcb4-e6f7-4acb-8d2f-d3c6f79366cf} event:/DZ/new_content/music/lvl21/main
{940d7581-00f0-44fe-8192-9785402bb8bc} event:/DZ/new_content/music/lvl21/true_finale
{b7afe04e-ec7b-4898-bf50-be5e25a725d3} event:/DZ/new_content/music/sub/BlackRift
{46b0ea8d-a506-40a9-93db-840a3d95027a} event:/DZ/new_content/music/sub/FreshGreen
{75bd1a76-1afd-4fd3-ba21-47c576e758aa} event:/DZ/new_content/music/sub/HAL86
{48e38df3-7be8-4017-8daa-b73e75a38bbb} event:/DZ/new_content/music/sub/LastWorld
{f3ff128e-4368-4086-a03a-97f91d505491} event:/DZ/new_content/ui/postcard_variants_in
{7183d7de-e815-460a-8e25-99a15bcc4d44} event:/DZ/new_content/ui/postcard_variants_out
{3dbc8020-4956-4773-be6e-16d32c82461f} event:/DZ/new_content/ui/rename_entry_accept_locked
{402c9d5e-04ff-44a8-a729-7af8d7827295} event:/DZ/new_content/ui/skip_all
{365c9ad3-c828-49c2-a282-523e65a7d237} event:/DZ/new_content/timeline_bubble_to_remembered
{05fa38f4-80e5-4bc2-b897-4c2de0be701e} event:/DZ/state/cafe_computer_active
{d6a1a96f-bb2f-401a-a332-441958a73f71} event:/DZ/state/underwater
{ee4d4d2a-48bd-4fec-9e32-353a12551e1d} event:/DZ/ui/game/chatoptions_appear
{6302ff4d-b56b-4df5-9e05-384abeacc309} event:/DZ/ui/game/chatoptions_roll_down
{e93388b5-4842-44aa-a81f-00cda2b9b8c8} event:/DZ/ui/game/chatoptions_roll_up
{6706b8ae-c4ff-45d9-86cf-a3432823a990} event:/DZ/ui/game/chatoptions_select
{9365dcae-af90-4ad0-a5fb-b4f60a03bc40} event:/DZ/ui/game/general_text_loop
{84ce8a9c-d275-4175-8c65-d575e5ef3a15} event:/DZ/ui/game/hotspot_main_in
{be574f62-077a-4407-a4a2-acd242b362e2} event:/DZ/ui/game/hotspot_main_out
{43920624-a660-4fb7-adb7-b64a87a63eb5} event:/DZ/ui/game/hotspot_note_in
{227b2267-4da8-4694-af98-707af4686abb} event:/DZ/ui/game/hotspot_note_out
{925fcc84-e8e6-4299-bf29-06a77dee4ea1} event:/DZ/ui/game/increment_dashcount
{083f02ac-842f-49f9-acd0-1e85060a1a28} event:/DZ/ui/game/increment_strawberry
{2b13aae4-b260-4206-84ba-90a83e146f97} event:/DZ/ui/game/lookout_off
{391cdbcb-fc4f-41eb-a0bc-40b25d705663} event:/DZ/ui/game/lookout_on
{bf7891ca-72d4-4786-9dd4-b107bd36fd72} event:/DZ/ui/game/memorial_dream_loop
{cc50fae4-a094-46b0-82b9-4022c1f51745} event:/DZ/ui/game/memorial_dream_text_in
{7c3dfc70-5a31-4b75-b006-040da047fb11} event:/DZ/ui/game/memorial_dream_text_loop
{caa1fb24-237f-4ef7-94f0-ce67b3f19fa2} event:/DZ/ui/game/memorial_dream_text_out
{bb34e661-3fb1-4254-9192-86145ede68d8} event:/DZ/ui/game/memorial_text_in
{c522b767-e0f1-420e-8d5e-ae92300ff54a} event:/DZ/ui/game/memorial_text_loop
{556afdc3-c827-486c-ae2b-5d0f3f5924d6} event:/DZ/ui/game/memorial_text_out
{a18c312e-3220-4e73-99d4-929c5ad7f42a} event:/DZ/ui/game/pause
{ef287f83-65c2-41de-b772-80887a8dcf9d} event:/DZ/ui/game/textadvance_madeline
{308e5c9c-cb04-4c77-bcab-1da8270f86ac} event:/DZ/ui/game/textadvance_other
{ccbf11bd-a31d-46f3-9255-44d6f26c36fc} event:/DZ/ui/game/textbox_kirby_in
{bc1540e6-8485-42a8-a9bb-6018ebee0de1} event:/DZ/ui/game/textbox_kirby_out
{6440f2d4-d629-4198-898b-4345dac10748} event:/DZ/ui/game/textbox_madeline_in
{2e26323c-020a-41ca-95d8-963120ba311e} event:/DZ/ui/game/textbox_madeline_out
{e85347ab-7718-40d4-b7d9-7c827125fbf5} event:/DZ/ui/game/textbox_other_in
{4f49d32d-b917-48db-84a4-5613a920c434} event:/DZ/ui/game/textbox_other_out
{ef1704ee-0055-44a9-81de-491390cf5eb0} event:/DZ/ui/game/tutorial_note_flip_back
{1eb259be-c79f-4310-b660-8e1ebac748d4} event:/DZ/ui/game/tutorial_note_flip_front
{4f42490e-1693-43d5-be80-7a726548d969} event:/DZ/ui/game/unpause
{46a8f72d-bea0-41bc-aa9c-5a6e4e7a46bb} event:/DZ/ui/main/bside_intro_text
{963666e7-e9da-410f-8f43-577b68dddee2} event:/DZ/ui/main/button_back
{7bc4acb3-1b07-4ec8-8bbf-cbee413ad6e6} event:/DZ/ui/main/button_climb
{36559fa6-ce00-4b99-b882-f0fdc608b53a} event:/DZ/ui/main/button_invalid
{ff2b9d10-82db-4169-bc72-c1f3a219f33e} event:/DZ/ui/main/button_lowkey
{58a79502-a410-4302-ae17-8d0dc41f636d} event:/DZ/ui/main/button_select
{01208a4a-a4d4-48fd-a9ac-2e151e884fad} event:/DZ/ui/main/button_toggle_off
{3003e731-e74d-48ff-8e8e-e4d57e208eb5} event:/DZ/ui/main/button_toggle_on
{bca862ea-3909-4eca-9894-ad10742aa152} event:/DZ/ui/main/cside_intro_text
{05d99ec3-6be5-4f18-9a15-94b8851894ab} event:/DZ/ui/main/gentlebreeze_button_info
{feb3b21b-f3a2-49ce-bbf4-af7dddaf0270} event:/DZ/ui/main/gentlebreeze_button_no
{4babe320-3153-40eb-ad60-2021cc4e5bd9} event:/DZ/ui/main/gentlebreeze_button_yes
{98c6cdbd-0095-4040-bd10-ae3d605b6850} event:/DZ/ui/main/gentlebreeze_info_whistle
{cb6025db-12bb-4a68-a330-488caaa12ea0} event:/DZ/ui/main/lastendemy_button_no
{07509939-7bd0-45f0-9374-7105372bdcf4} event:/DZ/ui/main/lastendemy_button_yes
{ada9e48b-a961-49ef-a6c9-96f095c62fe0} event:/DZ/ui/main/lastendemy_info_whistle
{c6dcfe86-6c41-47d2-a2a2-8018112a0ee2} event:/DZ/ui/main/message_confirm
{2ad24f35-c122-4685-933e-5b08a5619be6} event:/DZ/ui/main/postcard_ch10_in
{ce353c5b-3fed-4d63-af9c-16c171b9d11c} event:/DZ/ui/main/postcard_ch10_out
{02a4467e-c335-4d7f-9e3d-c976f81c8a5c} event:/DZ/ui/main/postcard_ch11_in
{80b38332-44ee-40e3-bce2-dbd4222cd9cb} event:/DZ/ui/main/postcard_ch11_out
{19669af1-8d42-406c-bbf9-9b021a0e9668} event:/DZ/ui/main/postcard_ch12_in
{de890f1a-2579-49fd-a62a-50cf66c625b7} event:/DZ/ui/main/postcard_ch12_out
{b447fc61-fd46-4144-9cda-d32be8bcc878} event:/DZ/ui/main/postcard_ch13_in
{f9bb97da-0109-4521-96b8-a54dd7955f5d} event:/DZ/ui/main/postcard_ch13_out
{cda7c2ff-dbf1-4ea7-a0c7-33b44551b276} event:/DZ/ui/main/postcard_ch14_in
{9548c2e4-fe84-4ef4-92d6-aff4b8aea88d} event:/DZ/ui/main/postcard_ch14_out
{a13958b4-ebf6-412b-8e51-dbb19b0e8440} event:/DZ/ui/main/postcard_ch15_in
{834610d0-595a-45c0-ac5a-a6f797f1843f} event:/DZ/ui/main/postcard_ch15_out
{546eea52-bf21-4387-96e9-7681c715a4fe} event:/DZ/ui/main/postcard_ch16_in
{e777eff7-5dc7-40a6-bb37-8f4cab7c5908} event:/DZ/ui/main/postcard_ch16_out
{d5e6a3dd-d523-44f2-b479-c419790656c9} event:/DZ/ui/main/postcard_ch1_in
{93fa98bd-14ac-4ed3-b1a4-440e648b5030} event:/DZ/ui/main/postcard_ch1_out
{da4a3a84-ed97-4689-aa3f-9b358ba6586b} event:/DZ/ui/main/postcard_ch2_in
{c005fd57-1c26-4e2b-84e7-ebdf9f7e0afc} event:/DZ/ui/main/postcard_ch2_out
{1ce8d19b-980e-49e2-9c8e-df9a661317db} event:/DZ/ui/main/postcard_ch3_in
{9d702c4a-43b3-4b72-b218-ce5ef3c2a87d} event:/DZ/ui/main/postcard_ch3_out
{16baeec7-d6c9-4323-8d01-4dc2bcc5cba8} event:/DZ/ui/main/postcard_ch4_in
{855cdaf8-4fa6-4bb7-98ce-f3a3614d9bee} event:/DZ/ui/main/postcard_ch4_out
{4834edec-de7c-4410-a539-1a6294602c26} event:/DZ/ui/main/postcard_ch5_in
{070f91a8-b596-4d32-a171-4bdae386aec3} event:/DZ/ui/main/postcard_ch5_out
{3ec0fb68-5ed3-4c78-98f9-a1f98660966c} event:/DZ/ui/main/postcard_ch6_in
{d442b85c-1ac6-4749-8a1c-35a21187a8b8} event:/DZ/ui/main/postcard_ch6_out
{f7820edc-4e67-43de-ac3f-262d597e1e0b} event:/DZ/ui/main/postcard_ch7_in
{0484b495-708a-4333-b6e4-ed26a1e3fc0b} event:/DZ/ui/main/postcard_ch7_out
{60f2a57d-68c3-4ac8-a051-fe7cf5f7c899} event:/DZ/ui/main/postcard_ch8_in
{7df222fc-f542-4c91-9e92-fa17d5802f56} event:/DZ/ui/main/postcard_ch8_out
{725e9ab4-7a9a-43a5-979b-0b46430dd93f} event:/DZ/ui/main/postcard_ch9_in
{8be1c74c-8b66-4092-bc28-f40b6a495a40} event:/DZ/ui/main/postcard_ch9_out
{c4924142-c345-4a35-afc3-3b9facaee729} event:/DZ/ui/main/postcard_dsides_in
{865582f9-48f9-4cb6-ae4a-3c0f94c599a4} event:/DZ/ui/main/postcard_dsides_out
{e0e0f3ee-a22f-4526-ad72-0437cff0ac7a} event:/DZ/ui/main/rename_entry_accept
{f234cf8d-3c43-44ab-bba5-575ad8486394} event:/DZ/ui/main/rename_entry_backspace
{36d8983f-9189-42f7-8be0-ec731f020919} event:/DZ/ui/main/rename_entry_char
{ee7d2750-ffe1-49bd-a17f-cc70041a3c3e} event:/DZ/ui/main/rename_entry_rollover
{e43558c9-910f-4a78-bc35-b369cd63d7b6} event:/DZ/ui/main/rename_entry_space
{03cff26a-5788-493f-a8c7-a4494b4f9438} event:/DZ/ui/main/rollover_down
{de00347f-5d1e-48c7-9427-1b06d89db00a} event:/DZ/ui/main/rollover_up
{0963e0fa-7985-41bf-a9ff-22cb0ef61e9b} event:/DZ/ui/main/savefile_begin
{ab303118-e464-4844-bb55-35ce6f55e14a} event:/DZ/ui/main/savefile_delete
{685ec002-305d-418e-b446-b794e1dfac7b} event:/DZ/ui/main/savefile_rename_start
{ec85b557-3f51-4d33-96ed-7c2af99d25fe} event:/DZ/ui/main/savefile_rollover_down
{21d732a1-a05b-415f-a708-e605fc28e7a2} event:/DZ/ui/main/savefile_rollover_first
{bbbd5710-ddf0-4d61-85e6-068fbd28a125} event:/DZ/ui/main/savefile_rollover_up
{0963142c-48a3-40fb-8eff-f0ee430579e9} event:/DZ/ui/main/title_firstinput
{e88f32a8-1750-4dbb-83d1-af78775c9b8d} event:/DZ/ui/main/whoosh_large_in
{e5f3a1c1-b86c-46cc-aae5-722be91134d1} event:/DZ/ui/main/whoosh_large_out
{9eb6eb23-a399-4fff-b7fe-735032779b7d} event:/DZ/ui/main/whoosh_list_in
{96301894-308c-4a72-9134-d7e37a2fd847} event:/DZ/ui/main/whoosh_list_out
{071f8359-d807-4303-9f5f-628098f62720} event:/DZ/ui/main/whoosh_savefile_in
{60d0d123-60b8-47ca-a437-e667636a62ff} event:/DZ/ui/main/whoosh_savefile_out
{1179be65-c604-40f2-a218-e404c6094516} event:/DZ/ui/postgame/crystal_heart
{a08f7e05-104d-49fc-9fc0-5db7a256cf2d} event:/DZ/ui/postgame/death_appear
{0afe7807-e312-40c6-9b6a-5241b1ba89e6} event:/DZ/ui/postgame/death_count
{19466361-21ac-4714-913f-a7a63f454eaf} event:/DZ/ui/postgame/death_final
{b97dde6f-f746-4c57-b52f-2d4bb3339c0b} event:/DZ/ui/postgame/goldberry_count
{57318331-dd87-4d0b-bf1f-dc9d31a04d92} event:/DZ/ui/postgame/no_death
{8132269d-4a86-41df-9ca0-43a95642f5a0} event:/DZ/ui/postgame/platinumberry_count
{d9ae8788-d1c2-4d41-840d-705214b69cea} event:/DZ/ui/postgame/strawberry_count
{34c237e3-349e-4714-92e3-fa8133042056} event:/DZ/ui/postgame/strawberry_total
{515a3927-c5b4-4400-8ca3-1c7b19b2e258} event:/DZ/ui/postgame/strawberry_total_all
{396cbc38-884a-4f22-97b2-58418c92dfac} event:/DZ/ui/postgame/unlock_bside
{12edf2aa-2f50-417c-b9e9-bf9b62a0e281} event:/DZ/ui/postgame/unlock_cside
{48c956e2-af15-4715-a7cd-6a06a44f279e} event:/DZ/ui/postgame/unlock_extrachapter_icon
{e6cdcf3b-e666-4a5b-bb95-e8ff1415ad4b} event:/DZ/ui/postgame/unlock_finalechapter_icon
{f1781585-e11d-42e9-b8c3-ef5baddecb32} event:/DZ/ui/postgame/unlock_newchapter
{40a815d6-1dd5-4890-bc8e-5930658b3f41} event:/DZ/ui/postgame/unlock_newchapter_icon
{4081dc6c-0352-4211-a030-6adab57f517f} event:/DZ/ui/world_map/chapter/back
{fc461587-9a18-4948-852f-eb66d07637d6} event:/DZ/ui/world_map/chapter/checkpoint_back
{05f689a9-a2b6-4682-9273-76067150495d} event:/DZ/ui/world_map/chapter/checkpoint_photo_add
{4a3483e2-2477-4aa5-90dc-b2542cf66f26} event:/DZ/ui/world_map/chapter/checkpoint_photo_remove
{ce8496b3-7ba2-4bdf-bf8f-160048408dca} event:/DZ/ui/world_map/chapter/checkpoint_start
{c3e11857-03e3-4c4b-b89d-1c04659dcece} event:/DZ/ui/world_map/chapter/level_select
{f4d63c65-8b2b-4a2c-a951-8bb8548c0d4d} event:/DZ/ui/world_map/chapter/pane_contract
{67a04151-b3ac-4d34-af30-59d8ebc6ab90} event:/DZ/ui/world_map/chapter/pane_expand
{f6bd34fb-d78d-4d17-bf8b-b680eb2b018d} event:/DZ/ui/world_map/chapter/playerselect_auto_off
{7d0a8183-8354-49f6-952e-45c4b8d1cf0c} event:/DZ/ui/world_map/chapter/playerselect_auto_on
